gs_long,counts,condition
Rmdn3,1079737.55255002,Turbo2_A
Tax1bp1,NA,Turbo2_A
Smu1,176431.903862972,Turbo2_A
Pak6,NA,Turbo2_A
Mccc2,230894.920050427,Turbo2_A
Gpd1l,NA,Turbo2_A
Cog7,NA,Turbo2_A
Ppp1r7,NA,Turbo2_A
Smcr8,1462528.67441283,Turbo2_A
Washc4,266719.3277631,Turbo2_A
Spata5,NA,Turbo2_A
Cobll1,NA,Turbo2_A
Lrch2,NA,Turbo2_A
Ankrd27,163453.804489434,Turbo2_A
Mcu,4832125.59416109,Turbo2_A
Ppp1r12c,1771527.51125938,Turbo2_A
Eml4,NA,Turbo2_A
Lclat1,NA,Turbo2_A
Usp30,84447.9847480021,Turbo2_A
Gpr162,NA,Turbo2_A
Gprin1,24083023.3209264,Turbo2_A
Cryzl2,180819.50680266,Turbo2_A
KIAA0825,NA,Turbo2_A
Prrc1,821588.810041164,Turbo2_A
Arhgef40,NA,Turbo2_A
Sec31a,23157513.1787584,Turbo2_A
Iqgap2,NA,Turbo2_A
Tars2,NA,Turbo2_A
Fcho2,1672055.93704401,Turbo2_A
Brd9,NA,Turbo2_A
Vwa5b2,NA,Turbo2_A
Slmap,NA,Turbo2_A
Acsf3,NA,Turbo2_A
Lingo2,NA,Turbo2_A
Kctd21,128799.965018757,Turbo2_A
Tex10,NA,Turbo2_A
Plcl1,NA,Turbo2_A
Insyn2a,NA,Turbo2_A
Fchsd2,611823.661998134,Turbo2_A
Arhgef9,NA,Turbo2_A
Sorbs2,6628359.2150577,Turbo2_A
Cdkl5,NA,Turbo2_A
Trappc14,NA,Turbo2_A
Cdc42bpa,10695167.7141189,Turbo2_A
Ankrd34b,NA,Turbo2_A
Tbc1d24,9362417.4149754,Turbo2_A
Them4,1877812.2946605,Turbo2_A
Strada,NA,Turbo2_A
Pgap1,710178.596867173,Turbo2_A
Pdp1,NA,Turbo2_A
Ksr2,NA,Turbo2_A
Fam91a1,159129.090179812,Turbo2_A
Ermp1,NA,Turbo2_A
Vps51,443819.73549884,Turbo2_A
Slc30a10,81399.9864774184,Turbo2_A
Grm5,14614947.2328814,Turbo2_A
Tubal3,NA,Turbo2_A
Ankrd13c,NA,Turbo2_A
Fam81a,NA,Turbo2_A
Custos,NA,Turbo2_A
Ppm1h,NA,Turbo2_A
Ccdc160,430905.960006769,Turbo2_A
Macrod2,NA,Turbo2_A
Adrbk2,NA,Turbo2_A
Rgl3,183922.715920472,Turbo2_A
Ncbp1,NA,Turbo2_A
Lrrfip1,NA,Turbo2_A
Garnl3,NA,Turbo2_A
Prr7,NA,Turbo2_A
Pls1,NA,Turbo2_A
Slc25a31,NA,Turbo2_A
Nt5c2,5331783.73461171,Turbo2_A
Elmod1,NA,Turbo2_A
Afg1l,NA,Turbo2_A
Pacs2,4960863.09779143,Turbo2_A
Mthfd1l,NA,Turbo2_A
Itga1,NA,Turbo2_A
Carmil2,NA,Turbo2_A
Vezt,NA,Turbo2_A
Snx25,NA,Turbo2_A
Dync2h1,NA,Turbo2_A
Krt35,7060112.58622457,Turbo2_A
Stox2,NA,Turbo2_A
Mars2,NA,Turbo2_A
Shank3,9492465.51355565,Turbo2_A
Fam189a2,NA,Turbo2_A
Abl2,5110536.56780943,Turbo2_A
Oxr1,2878239.40714082,Turbo2_A
Unc13a,1685355.22573285,Turbo2_A
Arap1,5126637.10071891,Turbo2_A
Ece1,NA,Turbo2_A
Trp53i11,972110.438175569,Turbo2_A
Miga1,NA,Turbo2_A
Herc2,NA,Turbo2_A
Sez6l2,NA,Turbo2_A
Pds5b,NA,Turbo2_A
Dscaml1,NA,Turbo2_A
Cdv3,4796651.31386378,Turbo2_A
Snx33,NA,Turbo2_A
Tmem65,NA,Turbo2_A
Tapt1,1654489.18959936,Turbo2_A
Wdr18,NA,Turbo2_A
Rc3h1,NA,Turbo2_A
Antkmt,NA,Turbo2_A
Ddx17,NA,Turbo2_A
Phactr4,8204154.82468087,Turbo2_A
Ankrd28,2818481.52946407,Turbo2_A
Opa3,NA,Turbo2_A
Lrrc47,NA,Turbo2_A
Kctd8,NA,Turbo2_A
Pla2g4e,NA,Turbo2_A
Spire1,4673807.850672,Turbo2_A
Srrm1,NA,Turbo2_A
Prune2,NA,Turbo2_A
Ddx46,3475642.77181058,Turbo2_A
Thrap3,6598929.1373124,Turbo2_A
Scn2b,395083.028816075,Turbo2_A
Deptor,NA,Turbo2_A
Lin54,NA,Turbo2_A
Prag1,NA,Turbo2_A
Aldh16a1,NA,Turbo2_A
Tab3,NA,Turbo2_A
Spag9,26554849.2182663,Turbo2_A
Pex1,NA,Turbo2_A
Tut7,NA,Turbo2_A
Stxbp5l,787181.568996295,Turbo2_A
Mypn,NA,Turbo2_A
Slc4a10,2104056.97362464,Turbo2_A
Rnf20,NA,Turbo2_A
Jakmip3,NA,Turbo2_A
Psd,1330568.60214645,Turbo2_A
Afap1l2,NA,Turbo2_A
Zc3h12c,NA,Turbo2_A
Jcad,94260.0240540888,Turbo2_A
Kctd16,4941477.12044056,Turbo2_A
Myo16,NA,Turbo2_A
Iqsec2,502617.386328431,Turbo2_A
Ipcef1,NA,Turbo2_A
Zfyve26,NA,Turbo2_A
Lrrc8b,NA,Turbo2_A
Spata13,NA,Turbo2_A
Rassf5,NA,Turbo2_A
Prkaa1,767577.560821624,Turbo2_A
Nufip2,5435828.67832187,Turbo2_A
Taok1,NA,Turbo2_A
Mlip,NA,Turbo2_A
Unkl,NA,Turbo2_A
Slc39a12,48557580.8114636,Turbo2_A
Cemip2,NA,Turbo2_A
Arhgap1,6586757.69803873,Turbo2_A
Xkr7,NA,Turbo2_A
Xkr4,279568.767323963,Turbo2_A
Vps13a,126843.964713886,Turbo2_A
C2cd4c,NA,Turbo2_A
Slc25a51,112864.065289191,Turbo2_A
Slc38a10,NA,Turbo2_A
Slc30a9,NA,Turbo2_A
Vps41,NA,Turbo2_A
Cnrip1,17166386.1542936,Turbo2_A
Sdr39u1,401431.513657826,Turbo2_A
Trappc1,NA,Turbo2_A
Urgcp,NA,Turbo2_A
Dph1,NA,Turbo2_A
Nsrp1,NA,Turbo2_A
Neurl4,NA,Turbo2_A
Wdr81,NA,Turbo2_A
Cracd,NA,Turbo2_A
Diras2,12422227.5354232,Turbo2_A
Heatr5a,120851.948099034,Turbo2_A
Osbp2,416868.569672955,Turbo2_A
Crppa,NA,Turbo2_A
Cdh12,NA,Turbo2_A
Smg7,NA,Turbo2_A
Brsk1,NA,Turbo2_A
Islr2,NA,Turbo2_A
Mocs1,NA,Turbo2_A
Lrrk2,NA,Turbo2_A
Ccdc88a,25188171.7151222,Turbo2_A
Ccdc85a,NA,Turbo2_A
Eml6,626502.938379377,Turbo2_A
Cyfip2,49065938.7590045,Turbo2_A
Tom1l2,4320002.12749793,Turbo2_A
Zdbf2,NA,Turbo2_A
Dhrs13,NA,Turbo2_A
Zzef1,196450.34626663,Turbo2_A
Abr,105504425.9329,Turbo2_A
Arhgap44,NA,Turbo2_A
Tns3,36605125.688329,Turbo2_A
Sco1,NA,Turbo2_A
Ankrd40,305992.165666112,Turbo2_A
Pfas,1110688.56236785,Turbo2_A
Synrg,16137350.7859354,Turbo2_A
Rap1gap2,2641352.07954238,Turbo2_A
Tbc1d9b,1386421.13693863,Turbo2_A
Cluh,3339475.48369677,Turbo2_A
Mks1,NA,Turbo2_A
Ssh2,NA,Turbo2_A
Nacad,NA,Turbo2_A
Slc25a35,NA,Turbo2_A
Acaca,530476193.919815,Turbo2_A
Wwc1,4873655.99844162,Turbo2_A
Specc1,15732335.1755657,Turbo2_A
Myo1d,NA,Turbo2_A
Kiaa0100,867458.746250904,Turbo2_A
Rabl6,1810590.8083165,Turbo2_A
Ubr3,NA,Turbo2_A
Dnajc11,1717617.69325268,Turbo2_A
Gprasp1,NA,Turbo2_A
Dyrk2,NA,Turbo2_A
Hykk,469695664.619284,Turbo2_A
Fam169a,253768.678579498,Turbo2_A
Acbd5,14980582.6421707,Turbo2_A
Lmtk3,NA,Turbo2_A
Parl,NA,Turbo2_A
Arcn1,13632795.6540444,Turbo2_A
Rnf123,NA,Turbo2_A
Zdhhc18,NA,Turbo2_A
Zdhhc8,NA,Turbo2_A
Sema5b,NA,Turbo2_A
Sin3a,NA,Turbo2_A
Kif1b,NA,Turbo2_A
Ogdh,33855516.1184383,Turbo2_A
Cttn,78297297.4588353,Turbo2_A
Kcnh1,NA,Turbo2_A
Myl6,250912.276248339,Turbo2_A
Tiam1,NA,Turbo2_A
Adora1,NA,Turbo2_A
Icam5,6572374.22021266,Turbo2_A
Epha5,2512252.83774454,Turbo2_A
Grb2,NA,Turbo2_A
Nr2f1,NA,Turbo2_A
Flot2,8242864.88290196,Turbo2_A
Clpb,NA,Turbo2_A
Hnrnpd,3412635.64701551,Turbo2_A
Ppp5c,4294.8274970015,Turbo2_A
Chuk,1356574.3694932,Turbo2_A
Psmb6,NA,Turbo2_A
Rgl1,NA,Turbo2_A
Map3k12,NA,Turbo2_A
Slc27a1,1144902.0926571,Turbo2_A
Csnk2a1,NA,Turbo2_A
Slc30a1,6882535.49887153,Turbo2_A
Khdrbs1,1092579.43069072,Turbo2_A
Igf1r,NA,Turbo2_A
Gcdh,NA,Turbo2_A
Stxbp3,6475773.86390501,Turbo2_A
Cldn11,1296290.13507404,Turbo2_A
Gas7,99193.2866547277,Turbo2_A
Rasa3,25019352.8407098,Turbo2_A
Traf3,NA,Turbo2_A
Mertk,15159232.7031885,Turbo2_A
Cnot7,NA,Turbo2_A
Akt2,21357898.5216389,Turbo2_A
Ppp1r1b,6530859.63778617,Turbo2_A
Dvl2,NA,Turbo2_A
Reln,NA,Turbo2_A
Serpinb6,1442772.71362421,Turbo2_A
Ripk1,NA,Turbo2_A
Stip1,7008366.37034823,Turbo2_A
Caprin1,557406.345181356,Turbo2_A
Pter,NA,Turbo2_A
Reep5,1804635.24520573,Turbo2_A
Arhgef2,4339875.49565899,Turbo2_A
Elavl2,309479.036875789,Turbo2_A
Elavl3,415073.511885259,Turbo2_A
Eps15l1,17336817.8333549,Turbo2_A
Vdac2,56407681.6884931,Turbo2_A
Vdac3,41957801.1939212,Turbo2_A
Vdac1,41323906.9857482,Turbo2_A
Tbc1d1,NA,Turbo2_A
Kpna1,91881.7486413807,Turbo2_A
Papss1,4692386.55158011,Turbo2_A
Styx,NA,Turbo2_A
Rbbp4,NA,Turbo2_A
Rbbp7,NA,Turbo2_A
Xiap,NA,Turbo2_A
Ppp2r5c,5840222.29987774,Turbo2_A
Gng7,NA,Turbo2_A
Asns,980960.571580937,Turbo2_A
Tmpo,5074813.86916529,Turbo2_A
Hars1,7391676.16149437,Turbo2_A
Pak3,NA,Turbo2_A
Tsc2,NA,Turbo2_A
Dvl3,4461489.68523016,Turbo2_A
Ei24,NA,Turbo2_A
Adam9,NA,Turbo2_A
Ppm1g,152248.540872686,Turbo2_A
Cdc37,1067788.12229622,Turbo2_A
Ksr1,NA,Turbo2_A
Abcb7,429847.958976246,Turbo2_A
Gbp4,482365.664869648,Turbo2_A
Shc3,490504.808114238,Turbo2_A
Astn1,131443.47294616,Turbo2_A
Bcar1,NA,Turbo2_A
Spin1,NA,Turbo2_A
Psen2,NA,Turbo2_A
Ppp2r5e,NA,Turbo2_A
Fadd,NA,Turbo2_A
Map4k2,NA,Turbo2_A
Slc9a1,NA,Turbo2_A
Mapre1,24891010.6023971,Turbo2_A
Prdx2,74304814.1586878,Turbo2_A
Tsg101,NA,Turbo2_A
Hcfc1,12277954.3317075,Turbo2_A
Rgl2,339811.101110028,Turbo2_A
Pik3c2a,5439887.52985964,Turbo2_A
Pafah1b3,NA,Turbo2_A
Pafah1b2,1402356.76465453,Turbo2_A
Arhgef1,317764.717508017,Turbo2_A
Dyrk1a,NA,Turbo2_A
Nell2,30840.5327499128,Turbo2_A
Snta1,100125002.718017,Turbo2_A
Sntb2,NA,Turbo2_A
Igbp1,15225309.4767032,Turbo2_A
Soat1,136324.745979794,Turbo2_A
Acvr1b,NA,Turbo2_A
Abcd2,2166403.61801913,Turbo2_A
Cacna1e,NA,Turbo2_A
Lamb2,NA,Turbo2_A
Ctnna2,40381282.4623023,Turbo2_A
Apc,NA,Turbo2_A
Hspa4,67279549.4300463,Turbo2_A
Arnt2,NA,Turbo2_A
Slc6a3,NA,Turbo2_A
Cntn2,NA,Turbo2_A
Bcap29,NA,Turbo2_A
Bcap31,NA,Turbo2_A
Bcan,33184093.4807159,Turbo2_A
Ift88,NA,Turbo2_A
Cox7a2l,NA,Turbo2_A
Pcolce,NA,Turbo2_A
Hras,635089.474092423,Turbo2_A
Clcn4,NA,Turbo2_A
Kcna4,NA,Turbo2_A
Hadh,187068.447398398,Turbo2_A
Znf638,NA,Turbo2_A
Smarcd1,NA,Turbo2_A
Plpp1,NA,Turbo2_A
Msi1,NA,Turbo2_A
Pde1a,407646.236098284,Turbo2_A
Alcam,1699918.49091396,Turbo2_A
Trim25,1682976.29366565,Turbo2_A
Erbb4,NA,Turbo2_A
Glg1,NA,Turbo2_A
Ewsr1,NA,Turbo2_A
Snap91,11549861.651262,Turbo2_A
Fscn1,92944314.2815476,Turbo2_A
Fdxr,NA,Turbo2_A
Fxr1,6076899.88785052,Turbo2_A
Gpam,203900.425325432,Turbo2_A
Ktn1,59414442.3409464,Turbo2_A
Gdi2,24750034.8044337,Turbo2_A
Arhgdib,NA,Turbo2_A
Slc20a1,5036066.56639993,Turbo2_A
Grid2,273864.98712354,Turbo2_A
Grik5,NA,Turbo2_A
Grid1,178452.309435032,Turbo2_A
Pacsin1,NA,Turbo2_A
Ddx19a,7034193.13939025,Turbo2_A
Ddx5,7622641.80482503,Turbo2_A
Hira,NA,Turbo2_A
Slc29a2,NA,Turbo2_A
Atrx,NA,Turbo2_A
Hsph1,23293455.3001749,Turbo2_A
Elavl4,7152094.76261987,Turbo2_A
Il1rap,NA,Turbo2_A
Mrps31,4675201.44335371,Turbo2_A
Cd47,195926.700935449,Turbo2_A
Itga6,665506.059797065,Turbo2_A
Eif2b4,NA,Turbo2_A
Znf354a,NA,Turbo2_A
Phgdh,108247214.922649,Turbo2_A
Kif5b,77096541.7982127,Turbo2_A
Kif3b,NA,Turbo2_A
Epha7,NA,Turbo2_A
Lasp1,82978744.5438577,Turbo2_A
Lrrn1,NA,Turbo2_A
Pdcd4,NA,Turbo2_A
Mrc1,NA,Turbo2_A
Mapk10,1910170.9104437,Turbo2_A
Fgfr3,NA,Turbo2_A
Myh10,2997398.38816627,Turbo2_A
Mog,5298675.06748998,Turbo2_A
Kcna6,NA,Turbo2_A
Npm1,2608012.87522893,Turbo2_A
Nnt,404397.24376131,Turbo2_A
Pcbp2,11402078.5018319,Turbo2_A
Cep131,NA,Turbo2_A
Pea15,2212627.06256027,Turbo2_A
Vcan,NA,Turbo2_A
Map3k7,NA,Turbo2_A
Prkci,NA,Turbo2_A
Plcg1,506990.533874471,Turbo2_A
Pick1,NA,Turbo2_A
Pon2,NA,Turbo2_A
Ddx3y,370829.796896909,Turbo2_A
Prkd1,564307.03518679,Turbo2_A
Dlg4,5299916.74628277,Turbo2_A
Jak2,NA,Turbo2_A
Ptpn14,NA,Turbo2_A
Ptprr,NA,Turbo2_A
Aldh1a2,NA,Turbo2_A
Dag1,3303072.12323217,Turbo2_A
Ddx3x,39203235.1587502,Turbo2_A
Ralbp1,NA,Turbo2_A
Sema4a,NA,Turbo2_A
Sema4b,NA,Turbo2_A
Ssr4,3380429.65986312,Turbo2_A
Dpysl3,116407434.785048,Turbo2_A
Snrpc,NA,Turbo2_A
Sos1,NA,Turbo2_A
Spa17,NA,Turbo2_A
Sall3,NA,Turbo2_A
Sptbn1,190269713.647555,Turbo2_A
Syp,45729402.183434,Turbo2_A
Tspan7,NA,Turbo2_A
Taf6,NA,Turbo2_A
Tgoln1,150025.810256208,Turbo2_A
Trim28,8349441.08568779,Turbo2_A
Tsn,NA,Turbo2_A
Tfrc,1117655.14565368,Turbo2_A
Snrnp70,NA,Turbo2_A
Supt6h,NA,Turbo2_A
Tpd52,NA,Turbo2_A
Irak1,243793.299728824,Turbo2_A
Speg,NA,Turbo2_A
Epha6,NA,Turbo2_A
Ppp1r13b,NA,Turbo2_A
Sorbs1,49709974.560812,Turbo2_A
Dbnl,30645670.6553905,Turbo2_A
Sh3gl1,411775207.71118,Turbo2_A
Sh3gl2,791904.867964763,Turbo2_A
Sh3gl3,NA,Turbo2_A
Ndufa4,1760790.77086827,Turbo2_A
Cstb,559922.078786082,Turbo2_A
Smad2,197894.165509761,Turbo2_A
Ndrg1,NA,Turbo2_A
Nptx1,NA,Turbo2_A
Fkbp3,3170100.89743642,Turbo2_A
Eif4g2,33114844.8569719,Turbo2_A
Vat1,1343901.0351282,Turbo2_A
Coch,NA,Turbo2_A
Zyx,2523174.13225504,Turbo2_A
Ptp4a1,NA,Turbo2_A
Ppp3r1,NA,Turbo2_A
Mapk3,NA,Turbo2_A
Nup62,NA,Turbo2_A
Map2k2,NA,Turbo2_A
Mef2d,NA,Turbo2_A
Kcnc3,NA,Turbo2_A
Rab34,571282.91545938,Turbo2_A
Crk,NA,Turbo2_A
Raly,598947.318613506,Turbo2_A
Mcf2l,NA,Turbo2_A
Gdpd5,NA,Turbo2_A
Hepacam,68969624.9276402,Turbo2_A
Spr,3158068.95354576,Turbo2_A
Maoa,6439023.70325439,Turbo2_A
Pik3r3,NA,Turbo2_A
Sema4c,NA,Turbo2_A
Ces1e,NA,Turbo2_A
Agtpbp1,309068.329658563,Turbo2_A
Actr3b,2071606.56312152,Turbo2_A
Sf1,1762596.52329262,Turbo2_A
Surf4,2157066.99264086,Turbo2_A
Stxbp2,NA,Turbo2_A
Myo6,831512524.660329,Turbo2_A
Syn2,38906910.0280218,Turbo2_A
Tbr1,NA,Turbo2_A
Sqstm1,1195477.40333519,Turbo2_A
Aktip,502452.195343287,Turbo2_A
Fkbp5,NA,Turbo2_A
Atp7a,NA,Turbo2_A
Hspe1,NA,Turbo2_A
Atp4a,NA,Turbo2_A
Sord,NA,Turbo2_A
Ca4,302060.684276417,Turbo2_A
Ptprj,758110.0008926,Turbo2_A
Ptprd,997947.089648764,Turbo2_A
Top2b,6359318.25609256,Turbo2_A
Ptpn13,2849905.03887879,Turbo2_A
Tpp2,11122274.5297902,Turbo2_A
Gk,376905.935061564,Turbo2_A
Atp2a3,NA,Turbo2_A
Sdc3,NA,Turbo2_A
Guk1,NA,Turbo2_A
Gpd2,17446022.1228178,Turbo2_A
Srm,NA,Turbo2_A
Ugt8,271134.314951979,Turbo2_A
St8sia3,NA,Turbo2_A
Plk4,NA,Turbo2_A
Vcl,58976502.8051745,Turbo2_A
Cr1l,2346983.5149964,Turbo2_A
Gart,4154289.6483851,Turbo2_A
Wapl,NA,Turbo2_A
Eif3j2,7988103.51445904,Turbo2_A
Rbm12b2,NA,Turbo2_A
TCAIM,NA,Turbo2_A
Map3k10,349049.916865902,Turbo2_A
Cbarp,NA,Turbo2_A
Plekhg5,NA,Turbo2_A
Slc13a5,5171550.23874453,Turbo2_A
Sbno1,NA,Turbo2_A
Grm7,624665.282870717,Turbo2_A
Tent4b,29585923.6583464,Turbo2_A
Crtc1,294505.645933749,Turbo2_A
Rab3ip,NA,Turbo2_A
Grm4,NA,Turbo2_A
Begain,5756878.64705003,Turbo2_A
Rapgefl1,NA,Turbo2_A
Cltc,146856037.717526,Turbo2_A
Kiaa1549,NA,Turbo2_A
Atg9a,NA,Turbo2_A
Ripor1,NA,Turbo2_A
Sanbr,NA,Turbo2_A
Git1,25372301.3443937,Turbo2_A
Pkp4,NA,Turbo2_A
Galk2,NA,Turbo2_A
Ahcyl2,34812435.1985955,Turbo2_A
Mars1,18667960.3958323,Turbo2_A
Elfn2,334626.933976469,Turbo2_A
Peak1,1382309.03907496,Turbo2_A
Brsk2,NA,Turbo2_A
Gba2,NA,Turbo2_A
Arhgap23,NA,Turbo2_A
Sh3rf1,NA,Turbo2_A
Prex1,88888349.8524036,Turbo2_A
Nlgn2,6771427.28353591,Turbo2_A
Fgd6,835895.750038769,Turbo2_A
Pnkd,NA,Turbo2_A
Myorg,NA,Turbo2_A
Hectd1,NA,Turbo2_A
Sv2c,NA,Turbo2_A
Hbs1l,3441253.0917057,Turbo2_A
Kazn,NA,Turbo2_A
Thsd7a,NA,Turbo2_A
Ehbp1,2063583.72613218,Turbo2_A
Morc2a,NA,Turbo2_A
Ablim3,NA,Turbo2_A
Tmcc1,NA,Turbo2_A
Macf1,1031557.56426308,Turbo2_A
Ltn1,NA,Turbo2_A
Pds5a,NA,Turbo2_A
Swap70,19009700.7053664,Turbo2_A
N4bp1,NA,Turbo2_A
Fam189a1,NA,Turbo2_A
Atrnl1,NA,Turbo2_A
Cep170,6337747.10826737,Turbo2_A
Cdc5l,976505.537129014,Turbo2_A
Togaram1,NA,Turbo2_A
Znf629,NA,Turbo2_A
Secisbp2l,NA,Turbo2_A
Larp4b,140732.93185188,Turbo2_A
FAM120A,24661550.5827654,Turbo2_A
Rftn1,NA,Turbo2_A
Cyp4x1,NA,Turbo2_A
Usp7,6507310.93033399,Turbo2_A
Arhgap21,15533082.7068441,Turbo2_A
Ncoa7,NA,Turbo2_A
C9orf72,NA,Turbo2_A
Nop58,NA,Turbo2_A
Antxr2,NA,Turbo2_A
Brinp2,NA,Turbo2_A
Nol4l,NA,Turbo2_A
Megf10,NA,Turbo2_A
Wls,12581.1640270012,Turbo2_A
Carmil1,23415168.8239299,Turbo2_A
Slc25a23,4822070.75495042,Turbo2_A
Scap,NA,Turbo2_A
Nomo1,1392672.0286658,Turbo2_A
Insyn2b,NA,Turbo2_A
Btbd11,NA,Turbo2_A
Nckap5l,NA,Turbo2_A
Anks6,NA,Turbo2_A
Kdsr,NA,Turbo2_A
Ralgapa1,1607639.75734046,Turbo2_A
Hecw2,NA,Turbo2_A
Ephx4,NA,Turbo2_A
Tmem132e,NA,Turbo2_A
Arhgap20,NA,Turbo2_A
Krt77,189919.235346165,Turbo2_A
Krt72,4446134.12999317,Turbo2_A
Krt87,NA,Turbo2_A
Panx2,NA,Turbo2_A
Gpsm1,NA,Turbo2_A
Cltb,NA,Turbo2_A
Exoc3,130618.484950749,Turbo2_A
Mvb12b,NA,Turbo2_A
KRT80,NA,Turbo2_A
Dgkb,2350340.23521526,Turbo2_A
Fam135a,NA,Turbo2_A
Fbxo41,1201600.58348885,Turbo2_A
Gpr17,497368.107419705,Turbo2_A
Retreg2,576433.90968839,Turbo2_A
G6pc3,NA,Turbo2_A
Npepl1,NA,Turbo2_A
Fam149b1,NA,Turbo2_A
Sphkap,NA,Turbo2_A
Dusp23,NA,Turbo2_A
Rragb,1381201.99411957,Turbo2_A
Wdcp,12198309.5913234,Turbo2_A
U2surp,750537.660696012,Turbo2_A
Wdr44,2881953.53596923,Turbo2_A
Ocrl,6647780.50751216,Turbo2_A
Helb,NA,Turbo2_A
Cpsf6,577589.347604445,Turbo2_A
Lpcat4,2238786.67908411,Turbo2_A
Ift122,NA,Turbo2_A
Rprd2,11704086.1120428,Turbo2_A
Wwc2,2364821.92983027,Turbo2_A
Znf532,NA,Turbo2_A
Dpp10,184065.611879216,Turbo2_A
Asic1,NA,Turbo2_A
Szrd1,NA,Turbo2_A
Sec23ip,2954349.9029482,Turbo2_A
Zc3h11a,NA,Turbo2_A
Eif4g1,56653535.192165,Turbo2_A
Ptpdc1,NA,Turbo2_A
Soga3,1265251.95529534,Turbo2_A
Hdac4,797730.987086495,Turbo2_A
Rbm26,NA,Turbo2_A
Marchf1,NA,Turbo2_A
Xpnpep1,2292471.79176321,Turbo2_A
Sez6l,NA,Turbo2_A
Ppp2r2a,14340395.8255199,Turbo2_A
Ankle2,2100847.25276346,Turbo2_A
Psd2,4939465.30735258,Turbo2_A
Inpp4b,NA,Turbo2_A
Tnpo3,NA,Turbo2_A
Ppp4r3a,241195.511897986,Turbo2_A
Nsd3,NA,Turbo2_A
Bckdhb,NA,Turbo2_A
Nudt16,NA,Turbo2_A
Znf280c,NA,Turbo2_A
Sik3,4971527.65637645,Turbo2_A
Ints1,NA,Turbo2_A
Atg2a,NA,Turbo2_A
Snx19,NA,Turbo2_A
Snrnp200,13047340.5010702,Turbo2_A
Fam222b,NA,Turbo2_A
Abcf1,2308346.62126586,Turbo2_A
Inppl1,14709455.8079659,Turbo2_A
Dhx57,NA,Turbo2_A
Smchd1,88931.1358265073,Turbo2_A
Uggt1,NA,Turbo2_A
Gga2,NA,Turbo2_A
Dgkq,NA,Turbo2_A
Slc39a10,442358.209392192,Turbo2_A
Ttyh3,1353120.26831767,Turbo2_A
Xpo1,1834357.23759219,Turbo2_A
Mapk4,115375.371443927,Turbo2_A
Nes,NA,Turbo2_A
Nwd2,NA,Turbo2_A
Polr2m,228538.77003284,Turbo2_A
Spred3,NA,Turbo2_A
Pcnp,3800559.70064888,Turbo2_A
Snx6,330089.385349923,Turbo2_A
Caskin1,70004917.7841689,Turbo2_A
Nrxn3,3221099.2046432,Turbo2_A
Fam126a,161116.299297055,Turbo2_A
Fkbp15,10218538.3074105,Turbo2_A
Oxsr1,NA,Turbo2_A
Arhgef18,974765.043122433,Turbo2_A
Mtss2,25159000.8438099,Turbo2_A
Smarcd3,2887652.89344347,Turbo2_A
Atl2,NA,Turbo2_A
Bcr,17967993.9009427,Turbo2_A
Garem2,NA,Turbo2_A
Prmt8,7600710.64441103,Turbo2_A
Dennd5a,1508446.70015421,Turbo2_A
Prkab2,480395.543825342,Turbo2_A
Klhdc10,NA,Turbo2_A
Gapvd1,18902772.7003446,Turbo2_A
Herc4,NA,Turbo2_A
Ptpn23,5388008.29923594,Turbo2_A
Lrpprc,NA,Turbo2_A
Ano8,NA,Turbo2_A
Pcdhb14,NA,Turbo2_A
Galnt2,NA,Turbo2_A
Papolg,NA,Turbo2_A
Ints6,NA,Turbo2_A
Ttbk1,NA,Turbo2_A
Mff,3129688.69766906,Turbo2_A
Iqce,NA,Turbo2_A
Rgma,NA,Turbo2_A
Ppp2r5a,7403452.00535648,Turbo2_A
Ip6k1,NA,Turbo2_A
Shb,NA,Turbo2_A
Ankrd13d,NA,Turbo2_A
Pigs,NA,Turbo2_A
Ppp2r5b,NA,Turbo2_A
Trak1,186512.152437365,Turbo2_A
Rundc3b,NA,Turbo2_A
Mfsd4a,NA,Turbo2_A
Smarcc2,317048.714063742,Turbo2_A
Phldb1,3634488.06323385,Turbo2_A
Ecpas,273246.672373786,Turbo2_A
Mindy2,1092649.40324076,Turbo2_A
Cachd1,NA,Turbo2_A
Fbxo42,NA,Turbo2_A
Dync1li2,16340115.361511,Turbo2_A
Mylk,NA,Turbo2_A
Chd4,184713.751176197,Turbo2_A
Sarm1,NA,Turbo2_A
Ado,559261.748170399,Turbo2_A
Snrnp40,NA,Turbo2_A
Prrt3,NA,Turbo2_A
Abhd10,NA,Turbo2_A
Gpatch2l,NA,Turbo2_A
Mob4,NA,Turbo2_A
Ctif,598841.128109527,Turbo2_A
Gramd2b,627464.588699071,Turbo2_A
Mapre3,NA,Turbo2_A
Wipf2,246945.823288386,Turbo2_A
Pik3c3,789469.855968519,Turbo2_A
Dlgap3,371387.269598402,Turbo2_A
Nup98,332142.592470119,Turbo2_A
Tmeff1,NA,Turbo2_A
Tra2a,NA,Turbo2_A
Nyap1,NA,Turbo2_A
Rimkla,NA,Turbo2_A
Naa50,NA,Turbo2_A
Smarca1,NA,Turbo2_A
Dhx29,140526.285026587,Turbo2_A
Slc6a7,NA,Turbo2_A
Morn4,NA,Turbo2_A
Med16,NA,Turbo2_A
Exoc8,1547333.43558175,Turbo2_A
Jpt2,NA,Turbo2_A
Washc2,13061801.4263458,Turbo2_A
Dclk2,2123261.7634517,Turbo2_A
Erc2,NA,Turbo2_A
